Sr_No,Hospital_Name,Address_Original_First_Line,Location,District,State,Pincode,State_ID,District_ID,Latitude,Longitude,coords_valid
188,Sri Sai Nursing Home,"6/133, R S Road Rajampet Rajampet","6/133, R S Road Rajampet Rajampet 516115 : Kadapa",Y.S.R.,Andhra Pradesh,516115,28,644,14.2050808,79.1549173,True
190,Madhavi Nursing Home,"Harinatha Street, Rayachoty","Harinatha Street, Rayachoty,  Kadapa.",Y.S.R.,Andhra Pradesh,516269,28,644,14.0585458,78.7518863,True
192,Abhilash Netra Vidyasala,"3/1350, Gandhi Road Opp: Iswarya Complex Proddatur","3/1350, Gandhi Road Opp: Iswarya Complex Proddatur 516360  Kadapa",Y.S.R.,Andhra Pradesh,516360,28,644,14.7491864,78.5531577,True
193,B. G. R. Hospital,"Gandhi Road, Proddatur (P.O.)","Gandhi Road, Proddatur (P.O.), . Kadapa",Y.S.R.,Andhra Pradesh,516360,28,644,14.7500333,78.5478809,True
194,Bhavya Nursing Home,"Near Gabdhi Statue, Gandhi Road, Proddatur","Near Gabdhi Statue, Gandhi Road, Proddatur",Y.S.R.,Andhra Pradesh,516360,28,644,14.7500333,78.5478809,True
195,Cnr Nursing Home,Gandhi Road Proddutur Proddatur 516360  Kadapa,Gandhi Road Proddutur Proddatur 516360  Kadapa,Y.S.R.,Andhra Pradesh,516360,28,644,14.7491864,78.5531577,True
198,Kalyana Chakravarthy Hospitals - Proddatur,"3 / 1467 , Holmespet , Proddatur","3 / 1467, Holmespet Proddatur",Y.S.R.,Andhra Pradesh,516360,28,644,14.7528736,78.5514834,True
199,Kathya Nursing Home,"8/399, Swayam Sevak Road, Proddatur","8/399, Swayam Sevak Road, Proddatur",Y.S.R.,Andhra Pradesh,516360,28,644,14.7512835,78.5497493,True
200,Lakshmi Kishore Hospital,"No. 5/1895, Gandhi Road,Geetha Ashram Street","No. 5/1895, Gandhi Road,Geetha Ashram Street,",Y.S.R.,Andhra Pradesh,516360,28,644,26.1781993,91.773379,True
202,Orthopaedic And Maternity Hospital,"Dr.Ramalinga Reddy Hospital Campus, Holmeset, Proddatur","Dr.Ramalinga Reddy Hospital Campus, Holmeset, Proddatur",Y.S.R.,Andhra Pradesh,516360,28,644,14.7491864,78.5531577,True
204,Shree Veja Nursing Home,"8/700, OppositePosina Compound, Gandhi Road,Proddatur","8/700, OppositePosina Compound, Gandhi Road,Proddatur",Y.S.R.,Andhra Pradesh,516360,28,644,14.7500333,78.5478809,True
205,Siva Nursing Home,"4/626,Gandhi Road,Proddatur","4/626,Gandhi Road,Proddatur",Y.S.R.,Andhra Pradesh,516360,28,644,14.7500333,78.5478809,True
209,Swarup Eye Hospital and Laser Center,T. B. Road,"T. B. Road, t. Kaddapa",Y.S.R.,Andhra Pradesh,516360,28,644,14.7600159,78.5393058,True
210,Vaatsalya Hospital,Nagadastagiri Healthcare Comples 3/1467 Holmespet Proddatur,Nagadastagiri Healthcare Comples 3/1467 Holmespet Proddatur 516360  Kadapa,Y.S.R.,Andhra Pradesh,516360,28,644,14.7491864,78.5531577,True
211,Vijaya Eye Hospital,"Dr S Vijaya M S, Vijaya Eye Hospital, 4/624, Gandhi Road, Proddatur","Dr S Vijaya M S, Vijaya Eye Hospital, 4/624, Gandhi Road, Proddatur",Y.S.R.,Andhra Pradesh,516360,28,644,14.7500333,78.5478809,True
213,Nikhil Nursing Home,Holmespet Proddatur,Holmespet Proddatur Kadapa,Y.S.R.,Andhra Pradesh,516434,28,644,14.7528736,78.5514834,True
214,Sree Tati Reddy Ramalinga Reddy Nursing Home,"17-48, Kapu Street, Jammalamadugu","17-48, Kapu Street, Jammalamadugu Kadapa Andra Pradesh",Y.S.R.,Andhra Pradesh,516434,28,644,14.686981,78.3909238,True
215,Sri Thati Reddy Ramalinga Reddy Nursing Home,"17/48, Kapu Street Jammalamadugu","17/48, Kapu Street Jammalamadugu Kadapa 516434 : Kadapa",Y.S.R.,Andhra Pradesh,516434,28,644,14.6857186,78.3909785,True
216,Venkata Sai Baradwaja Hospital,"M D O Office Road, Jammalamadugu","M D O Office Road, Jammalamadugu,Kadapa",Y.S.R.,Andhra Pradesh,516434,28,644,14.8474197,78.3899108,True
217,7 Star Superspeciality Hospital,"20-1-61, Opposite L. I. C. Building, Main Road","20-1-61, Opposite L. I. C. Building, Main Road",East Godavari,Andhra Pradesh,533001,28,545,32.458567,74.5000465,True
218,Apollo Samudra Hospitals,"13-1-3, Main Road, Kakinada","13-1-3, Main Road, Kakinada",East Godavari,Andhra Pradesh,533001,28,545,17.0769388,82.1385327,True
219,Bharani Hospital,Kakinada,Kakinada,East Godavari,Andhra Pradesh,533001,28,545,16.9890648,82.2474648,True
220,Care Emergency Hospital,"Near Ii Town Police Station,Main Road.","Near Ii Town Police Station,Main Road.",East Godavari,Andhra Pradesh,533001,28,545,29.5160925,74.5877445,True
221,Christian Cancer Center,Kakinada,Kakinada,East Godavari,Andhra Pradesh,533001,28,545,16.9837142,82.2404611,True
223,Haritha Hospitals,"P R College Road, Opp Govt Hospitals P R College Road Kakinada","P R College Road, Opp Govt Hospitals P R College Road Kakinada 533001  East Godavari",East Godavari,Andhra Pradesh,533001,28,545,16.9482342,82.2528975,True
224,Kakinada Nursing Home,Kakinada,Kakinada,East Godavari,Andhra Pradesh,533001,28,545,16.9890648,82.2474648,True
225,Life Line Emergency Hospital,"13-1-13, Main Road, Kakinada","13-1-13, Main Road, Kakinada",East Godavari,Andhra Pradesh,533001,28,545,17.0769388,82.1385327,True
226,Raghava 24 Hrs Emergency Hospital,11-11-3/1 Prabhakara Street Ramaraopeta Kakinada,11-11-3/1 Prabhakara Street Ramaraopeta Kakinada 533001  East Godavari,East Godavari,Andhra Pradesh,533001,28,545,16.9640729,82.2329395,True
229,Sai Sudha Hospital,"21-1-24,Jawahar Street,Shalypet","21-1-24,Jawahar Street,Shalypet, Kakinada : 533001",East Godavari,Andhra Pradesh,533001,28,545,16.9482342,82.2528975,True
231,Shravani Ent Hospital,"Dno:21-1-29, Jawahar St, Kakinada","Dno:21-1-29, Jawahar St, Kakinada",East Godavari,Andhra Pradesh,533001,28,545,16.9558071,82.2330899,True
232,Siddhartha Hospital,"34-1-20, Temple Street, rict East Godawari, Kakinada,","34-1-20, Temple Street, rict East Godawari, Kakinada,",East Godavari,Andhra Pradesh,533001,28,545,16.954694,82.2327304,True
234,Sri Gowthami Nursing Home,"Nageswara Rao Street,Ramrao Pet,Kakinada","Nageswara Rao Street,Ramrao Pet,Kakinada",East Godavari,Andhra Pradesh,533001,28,545,16.9890648,82.2474648,True
235,Sri Lalitha Hospitals Institute Of Lap Surgery And Training,"Cinema Street, Opp Anandabharathi, Cinema Street Kakinada 533001  East Godavari","Cinema Street, Opp Anandabharathi, Cinema Street Kakinada 533001  East Godavari",East Godavari,Andhra Pradesh,533001,28,545,16.9510095,82.2365598,True
236,Sri Srinivasa Orthopaedic Centre and Nursing Home,"7-3-15 Prakash St, Ramarao Peta, Kakinada","7-3-15 Prakash St, Ramarao Peta, Kakinada",East Godavari,Andhra Pradesh,533001,28,545,16.9890648,82.2474648,True
237,Srihitha Children Hospital,Rajahmundry,Rajahmundry,East Godavari,Andhra Pradesh,533001,28,545,17.0005383,81.8040345,True
239,Vijaya Nursing Home,Jawahar Street Kakinada Kakinada 533001  East Godavari,Jawahar Street Kakinada Kakinada 533001  East Godavari,East Godavari,Andhra Pradesh,533001,28,545,16.9639769,82.2236918,True
240,Vishwanadha Eye and Maternity Hospital,Rajahmundry,Rajahmundry,East Godavari,Andhra Pradesh,533001,28,545,17.0005383,81.8040345,True
241,Bhanu Nursing Home and Eye Hospital,"Endowments Colony, 100 Building Centre Srinagar","Endowments Colony, 100 Building Centre Srinagar",East Godavari,Andhra Pradesh,533003,28,545,34.1255413,74.9442585,True
243,Mother and Child Hospital,"2-4-10 Near Suruchi Sweet Stall, Behind Padmapriva Theatre, Bhanugudi Junction, Kakinada","2-4-10 Near Suruchi Sweet Stall, Behind Padmapriva Theatre, Bhanugudi Junction, Kakinada",East Godavari,Andhra Pradesh,533003,28,545,16.9754085,82.2352397,True
244,Nayana Eye Care,"2-10-50 Srinagar, Bhanugudi Junction Kakinada 533003  East Godavari","2-10-50 Srinagar, Bhanugudi Junction Kakinada 533003  East Godavari",East Godavari,Andhra Pradesh,533003,28,545,16.9695602,82.2388249,True
245,Ramalingeswara Nursing Home,"Ganjamvari Street, Kakinada","Ganjamvari Street, Kakinada",East Godavari,Andhra Pradesh,533003,28,545,16.9506495,82.2333585,True
247,Saipriya Maternity Hospital,"Lig No.6,100 Building Complex Road, Kakinada","Lig No.6,100 Building Complex Road, Kakinada",East Godavari,Andhra Pradesh,533003,28,545,16.9890648,82.2474648,True
249,Kasturi Nursing Home,"#11-5-9, Gopalakrishna Street,Ramaraopeta, Kakinada","11-5-9, Gopalakrishna Street,Ramaraopeta, Kakinada",East Godavari,Andhra Pradesh,533004,28,545,16.9890648,82.2474648,True
250,Poly Clinic and Hospital,"Gandhi Nagar, Gandhi Nagar","Gandhi Nagar, Gandhi Nagar",East Godavari,Andhra Pradesh,533004,28,545,12.6670587,79.2782323,True
251,Ravichandra Hospital,"11-5-10, Gopala Krishna Street, Ramaraopet,Kakinada","11-5-10, Gopala Krishna Street, Ramaraopet,Kakinada",East Godavari,Andhra Pradesh,533004,28,545,16.9890648,82.2474648,True
252,Sanjivi Orthopaedic Hospital,#: 11-11-1 Ramaraopet Kakinada 533004  East Godavari,: 11-11-1 Ramaraopet Kakinada 533004  East Godavari,East Godavari,Andhra Pradesh,533004,28,545,16.9663046,82.2270885,True
253,Sri Sai Raghavendra Super Specialities Hospital,"8-5-19/1, Ontimamidi Junction, Gandhinagar, Kakinada","8-5-19/1, Ontimamidi Junction, Gandhinagar, Kakinada",East Godavari,Andhra Pradesh,533004,28,545,16.9890648,82.2474648,True
254,Sri Venkata Chalapathi Nursing Home,"10-7-39, Kopellavari Street Ramaraopet(Near Duper Bazar),Kakinada","10-7-39, Kopellavari Street Ramaraopet(Near Duper Bazar),Kakinada",East Godavari,Andhra Pradesh,533004,28,545,16.9890648,82.2474648,True
256,Sri Venugopal Hospital,Venugopal Nursing Home Kamalendera Nath Street Narasanana Nagar Kakinada,Venugopal Nursing Home Kamalendera Nath Street Narasanana Nagar Kakinada,East Godavari,Andhra Pradesh,533004,28,545,16.9890648,82.2474648,True
257,Sudha Urology And Andrology Hospital,"10-5-8, Nageswara Rao Street, Rama Rao Pet 2Nd Junction Kakinada 533004  East Godavari","10-5-8, Nageswara Rao Street, Rama Rao Pet 2Nd Junction Kakinada 533004  East Godavari",East Godavari,Andhra Pradesh,533004,28,545,16.9663046,82.2270885,True
258,Surya Global Hospitals,"10-5-27/1, Nageswara Rao Street, Ramaraopeta Kakinada 533004  East Godavari","10-5-27/1, Nageswara Rao Street, Ramaraopeta Kakinada 533004  East Godavari",East Godavari,Andhra Pradesh,533004,28,545,16.9607952,82.2282795,True
259,Vasan Eye Care Hospital,"6-1-37/Nookalamma Temple Street, Suryaraopet, Kakinada 533004  East Godavari","6-1-37/Nookalamma Temple Street, Suryaraopet, Kakinada 533004  East Godavari",East Godavari,Andhra Pradesh,533004,28,545,16.9663046,82.2270885,True
261,Srikiran Institute Of Ophthalmology,"Near Atchampeta Junction, Penumarthi Road, A.P.S.P Camp Post, Kakinada,","Near Atchampeta Junction, Penumarthi Road, A.P.S.P Camp Post, Kakinada,",East Godavari,Andhra Pradesh,533005,28,545,16.9890648,82.2474648,True
263,Sushrutha Hospital,"4-111, Manikyanagar Rd-2, Valasapakala, Kakinada","4-111, Manikyanagar Rd-2, Valasapakala, Kakinada",East Godavari,Andhra Pradesh,533005,28,545,16.9967552,82.2569717,True
265,Sri Srinivasa Nursing Home,Pedapudi,Pedapudi,East Godavari,Andhra Pradesh,533006,28,545,16.9523477,82.1305609,True
266,Abhay Nursing Home,"J N Road Ramalayam, Tilak Road","J N Road Ramalayam, Tilak Road",East Godavari,Andhra Pradesh,533101,28,545,17.3977354,78.5095841,True
267,Aravindam Ortho and Physio Centre,"6-18-3, Kokkondavari Street, Rajahmundry","6-18-3, Kokkondavari Street, Rajahmundry",East Godavari,Andhra Pradesh,533101,28,545,17.0005383,81.8040345,True
268,Aruna Hospital and Poly Clinic,"Main Road,, Innespeta","Main Road, Innespeta",East Godavari,Andhra Pradesh,533101,28,545,16.9955344,81.777335,True
269,Bhaskara Raju Children Hospital,Prakash Nagar Rajahmundry,Prakash Nagar Rajahmundry,East Godavari,Andhra Pradesh,533101,28,545,17.0085074,81.7903215,True
273,Sri Satya Nursing Home,"Innespt, Rajahmundry-1","Innespt, Rajahmundry-1",East Godavari,Andhra Pradesh,533101,28,545,16.9955344,81.777335,True
274,Sri Srinivasa Hospitals,"75-8-12, Gandhipuram-Ii","75-8-12, Gandhipuram-Ii",East Godavari,Andhra Pradesh,533101,28,545,11.0216153,76.9512637,True
275,Sri Venkateswara Hospitals,"D.No. 10-7-38, Fort Gate,Near Adilaxmi Temple . Rangreejupeta. Rajahmundry","D.No. 10-7-38, Fort Gate,Near Adilaxmi Temple . Rangreejupeta. Rajahmundry",East Godavari,Andhra Pradesh,533101,28,545,17.0005383,81.8040345,True
276,Abhaya Emergency Centre,"79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari","79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari",East Godavari,Andhra Pradesh,533103,28,545,17.025988,81.785442,True
278,Alert Emergency Hospital,"# 74-11-7, Prakash Nagar, East Godavari rict","74-11-7, Prakash Nagar, East Godavari rict",East Godavari,Andhra Pradesh,533103,28,545,17.0085074,81.7903215,True
279,Ammanna Memorial Murtys Neuro Super Speciality Ho,"D.No : 46-21-10, Danavaipeta, Rajahmundry","D.No : 46-21-10, Danavaipeta, Rajahmundry",East Godavari,Andhra Pradesh,533103,28,545,17.0068895,81.7829842,True
281,Aruna Hospital and Polyclinic,"Main Road, Near Kottipalli Bus Stand, Rajahmundry","Main Road, Near Kottipalli Bus Stand, Rajahmundry",East Godavari,Andhra Pradesh,533103,28,545,16.9937064,81.7762669,True
282,Bharadwaja Heart and Maternity Centre,"75-8-12,Gandhipuram,Rajahmundry","75-8-12,Gandhipuram,Rajahmundry",East Godavari,Andhra Pradesh,533103,28,545,17.0112469,81.7827774,True
283,Bhavani Nursing Home,"Jayakrishnapuram, Rajahmundry","Jayakrishnapuram, Rajahmundry",East Godavari,Andhra Pradesh,533103,28,545,17.048743,81.799831,True
285,Buddudu Orthopeadic Hospital,"Debichowk, Rajahmundry","Debichowk, Rajahmundry",East Godavari,Andhra Pradesh,533103,28,545,17.0096947,81.7760339,True
287,Coastal Cardiac And Maternity Centre,Near Danavaipeta Park Besind Hdfc Bank Danavaipeta Park Rajamundry 533103  East Godavari,Near Danavaipeta Park Besind Hdfc Bank Danavaipeta Park Rajamundry 533103  East Godavari,East Godavari,Andhra Pradesh,533103,28,545,17.0068895,81.7829842,True
288,Geetha Mullapudi Sperspeciality Dental Hospital,"Vt College Road, Behind Kotipalli Bus Stand, Rajahmundry","Vt College Road, Behind Kotipalli Bus Stand, Rajahmundry",East Godavari,Andhra Pradesh,533103,28,545,17.0005383,81.8040345,True
289,Gowthami Nursing Home,"75-1-12, Prakash Nagar, Rajahmundry , East Godavari","75-1-12, Prakash Nagar, Rajahmundry, East Godavari",East Godavari,Andhra Pradesh,533103,28,545,17.0085074,81.7903215,True
290,Harsha Hospitals,"75-1-7, Prakash Nagar Rajamundry 533103  East Godavari","75-1-7, Prakash Nagar Rajamundry 533103  East Godavari",East Godavari,Andhra Pradesh,533103,28,545,17.0085074,81.7903215,True
291,Kamalakar Hospital,"D. No.75-7-20, Near Prakash Nagar,Round Park,","D. No.75-7-20, Near Prakash Nagar,Round Park,",East Godavari,Andhra Pradesh,533103,28,545,17.0068375,81.7875023,True
292,Krishna Nursing Home,"Gandhipuram 3, Rajahmundry","Gandhipuram 3, Rajahmundry",East Godavari,Andhra Pradesh,533103,28,545,17.0112469,81.7827774,True
295,Nest Hospital,"# 46-12-12,Opp Sagar Hospital, Danavaipet, Rajahmundry,","46-12-12,Opp Sagar Hospital, Danavaipet, Rajahmundry,",East Godavari,Andhra Pradesh,533103,28,545,17.0068895,81.7829842,True
296,Netra Eye Care,"# 76-5-4, Opposite Aakar Consulting Eng. Ganugala Veedhi, Rajahmundry","76-5-4, Opposite Aakar Consulting Eng. Ganugala Veedhi, Rajahmundry",East Godavari,Andhra Pradesh,533103,28,545,17.0005383,81.8040345,True
299,Prasanthi Nursing Home,"Syamala Nagar, Rajahmundry","Syamala Nagar, Rajahmundry",East Godavari,Andhra Pradesh,533103,28,545,17.0015368,81.7899798,True
300,Raja Neuro And Multi Speciality Hospital Pvt Ltd,"76-4-7, Gandhipuram - 2","76-4-7, Gandhipuram - 2",East Godavari,Andhra Pradesh,533103,28,545,11.021315,76.970487,True
301,Rajahmundry Orthopedic Hospital,"75-1-18, Prakash Nagar","75-1-18, Prakash Nagar",East Godavari,Andhra Pradesh,533103,28,545,17.4404903,78.4739384,True
302,Ratna Orthopaedic Center,"Danavai Peta, Rajahmundry","Danavai Peta, Rajahmundry",East Godavari,Andhra Pradesh,533103,28,545,17.0068895,81.7829842,True
303,Sanjana Orthopaedic Hospital,"46-18-22, Opposite Idbi Bank, Danavaipeta","46-18-22, Opposite Idbi Bank, Danavaipeta",East Godavari,Andhra Pradesh,533103,28,545,17.0068895,81.7829842,True
305,Sreya Medical Speciality Centre,"D.No.46-12-19, Gandhi Park Back Road,Danavaipeta,Rajahmundry,","D.No.46-12-19, Gandhi Park Back Road,Danavaipeta,Rajahmundry,",East Godavari,Andhra Pradesh,533103,28,545,17.0068895,81.7829842,True
308,Sri Ramadas Hospitals,"# 78/8-7, Gandhipuram-3, Rajahmundry,","78/8-7, Gandhipuram-3, Rajahmundry,",East Godavari,Andhra Pradesh,533103,28,545,17.0112469,81.7827774,True
309,"Sri Suguna Children,S Hospital","Danavaipet, Rajahmundry","Danavaipet, Rajahmundry",East Godavari,Andhra Pradesh,533103,28,545,17.0068895,81.7829842,True
311,Surya Hospital,Near Round Park Praksh Nagar Rajamundry 533103  East Godavari,Near Round Park Praksh Nagar Rajamundry 533103  East Godavari,East Godavari,Andhra Pradesh,533103,28,545,17.0068375,81.7875023,True
312,Swetha Hospitals - Rajahmundry,"Danavai Peta, D. N. -46-18-8/2 , East Godavari,","Danavai Peta, D. N. -46-18-8/2, East Godavari,",East Godavari,Andhra Pradesh,533103,28,545,17.006802,81.7830251,True
313,V.B. Chest Institute,"Tilak Road, Rajahmundry","Tilak Road, Rajahmundry",East Godavari,Andhra Pradesh,533103,28,545,17.0039159,81.7948734,True
315,Vijaya Hospital,"#78-9-11/9, Behind R.T.C Complex ,Gandhipuram (:East Godavari )","78-9-11/9, Behind R.T.C Complex,Gandhipuram (:East Godavari )",East Godavari,Andhra Pradesh,533103,28,545,17.0021675,81.7855401,True
316,Akira Eye Hospital,"Aryapuram, Rajahmundry,","Aryapuram, Rajahmundry,",East Godavari,Andhra Pradesh,533104,28,545,17.0151123,81.7725499,True
317,Dr A V R Ananda Rao Memorial Eye Clinic,Opp Gokavaram Bus Stand Rajamundry,Opp Gokavaram Bus Stand Rajamundry,East Godavari,Andhra Pradesh,533104,28,545,17.0100744,81.7724645,True
320,Kranti Nursing Home,"20-23-7, Aryapuram, Near Gokavaram Bus Stand Rajahmundry","20-23-7, Aryapuram, Near Gokavaram Bus Stand Rajahmundry",East Godavari,Andhra Pradesh,533104,28,545,17.0005383,81.8040345,True
321,Royal Hospital,"# 20-23-4, Behind Nagadevi Theatre, Near Gokavaram Bus Stand, Rajahmundry,","20-23-4, Behind Nagadevi Theatre, Near Gokavaram Bus Stand, Rajahmundry,",East Godavari,Andhra Pradesh,533104,28,545,17.0005383,81.8040345,True
322,Siddhartha Orthopaedic Hospital and Polyclinic,"Devi Chowk, Rajahmundry,","Devi Chowk, Rajahmundry,",East Godavari,Andhra Pradesh,533104,28,545,17.0096947,81.7760339,True
323,Sree Latha Hospital,"# 12- 21- 4, Aryapuram, Rajahmundry","12- 21- 4, Aryapuram, Rajahmundry",East Godavari,Andhra Pradesh,533104,28,545,17.0151123,81.7725499,True
324,Sri Ram Nursing Home,"Gowathmi Grandhalyam St., Rajahmundry","Gowathmi Grandhalyam St., Rajahmundry",East Godavari,Andhra Pradesh,533104,28,545,17.0005383,81.8040345,True
325,Sri Srinivasa Orthopaedic Hospital,"At # 11-6-A, Beside Aryapuram Fire Station Near Gokavaram Bus Stand, Rajahmundry","At 11-6-A, Beside Aryapuram Fire Station Near Gokavaram Bus Stand, Rajahmundry",East Godavari,Andhra Pradesh,533104,28,545,17.0005383,81.8040345,True
326,Chaitanya Nursing Home,"Seethampeta, Rajahmundry","Seethampeta, Rajahmundry",East Godavari,Andhra Pradesh,533105,28,545,17.0209155,81.7711827,True
331,Swatantra Hospitals,"Near Kambala Park, Rajahmundry","Near Kambala Park, Rajahmundry",East Godavari,Andhra Pradesh,533105,28,545,17.0127714,81.7782905,True
332,Saiteja Hospital,"Near Indiragandhi Statue Jn. Lalacheruvu, Rajahmundry","Near Indiragandhi Statue Jn. Lalacheruvu, Rajahmundry",East Godavari,Andhra Pradesh,533106,28,545,17.0320097,81.8101386,True
333,Adarsh Multi Speciality Hospital and Neuro Center,D No.86-26-5 V.L.Puram,D No.86-26-5 V.L.Puram,East Godavari,Andhra Pradesh,533107,28,545,13.0560527,80.2184139,True
335,Adarsha Hospital,"College Road, Amalapuram","College Road, Amalapuram",East Godavari,Andhra Pradesh,533201,28,545,16.567804,81.9972968,True
336,Care Hospital,"K N F Road, K N F Road","K N F Road, K N F Road",East Godavari,Andhra Pradesh,533201,28,545,16.4075276,81.7886325,True
337,Konaseema Institute Of Medical Sciences,Near Red Bridge Kamangaruvu Amalapuram 533201  East Godavari,Near Red Bridge Kamangaruvu Amalapuram 533201  East Godavari,East Godavari,Andhra Pradesh,533201,28,545,16.5720904,82.0008548,True
338,Konaseema Institute Of Medical Sciences,"Chaitanya Nagar, Amalapuram","Chaitanya Nagar, Amalapuram",East Godavari,Andhra Pradesh,533201,28,545,16.5720904,82.0008548,True
339,Konaseva Institute Of Medical Science,"Nh 214, Chaintanya Nagar,","Nh 214, Chaintanya Nagar,",East Godavari,Andhra Pradesh,533201,28,545,15.2913649,75.1458943,True
340,Rohine Mother and Child Care Hospital,Amalapuram,Amalapuram,East Godavari,Andhra Pradesh,533201,28,545,16.5720904,82.0008548,True
341,Sai Leela Orthopaedic Hospital,"Yerranilivari Street , Amalapuram","Yerranilivari Street, Amalapuram",East Godavari,Andhra Pradesh,533201,28,545,16.5720904,82.0008548,True
